Unranked,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species,Species Extra Info
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus Mol.ruf/92/BRA/2013,Bat coronavirus Mol.ruf/92/BRA/2013 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus Myo.nig/117/BRA/2013,Bat coronavirus Myo.nig/117/BRA/2013 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus Myo.rip/259/BRA/2013,Bat coronavirus Myo.rip/259/BRA/2013 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus Stu.lil/1573/BRA/2012,Bat coronavirus Stu.lil/1573/BRA/2012 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus Stu.lil/1613/BRA/2012,Bat coronavirus Stu.lil/1613/BRA/2012 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus Stu.lil/1617/BRA/2012,Bat coronavirus Stu.lil/1617/BRA/2012 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/2173/2014/Cynomops planirostris/Brazil,Bat coronavirus/2173/2014/Cynomops planirostris/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/2218/2014/Cynomops planirostris/Brazil,Bat coronavirus/2218/2014/Cynomops planirostris/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/4292/2013/Desmodus rotundus/Brazil,Bat coronavirus/4292/2013/Desmodus rotundus/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/4539/2013/Cynomops planirostris/Brazil,Bat coronavirus/4539/2013/Cynomops planirostris/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/4620/2014/Glossophaga soricina/Brazil,Bat coronavirus/4620/2014/Glossophaga soricina/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/4702/2013/Cynomops abrasus/Brazil,Bat coronavirus/4702/2013/Cynomops abrasus/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/4705/2013/Cynomops abrasus/Brazil,Bat coronavirus/4705/2013/Cynomops abrasus/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Bat coronavirus/5026/2013/Cynomops abrasus/Brazil,Bat coronavirus/5026/2013/Cynomops abrasus/Brazil (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMd-BetaCoV/HuB2013,BtMd-BetaCoV/HuB2013 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMf-AlphaCoV/GD2012-a,BtMf-AlphaCoV/GD2012-a (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMf-AlphaCoV/GD2012-b,BtMf-AlphaCoV/GD2012-b (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMf-AlphaCoV/HeN2013-a,BtMf-AlphaCoV/HeN2013-a (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMf-AlphaCoV/HeN2013-b,BtMf-AlphaCoV/HeN2013-b (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMf-AlphaCoV/HuB2013-a,BtMf-AlphaCoV/HuB2013-a (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtMr-AlphaCoV/SAX2011,BtMr-AlphaCoV/SAX2011 (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtNv-AlphaCoV/SC2013,BtNv-AlphaCoV/SC2013 (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtRf-AlphaCoV/HuB2013,BtRf-AlphaCoV/HuB2013 (2 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtRf-AlphaCoV/YN2012,BtRf-AlphaCoV/YN2012 (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtRf-BetaCoV/HeN2013,BtRf-BetaCoV/HeN2013 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,BtRf-BetaCoV/HuB2013,BtRf-BetaCoV/HuB2013 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Camel alphacoronavirus,Camel alphacoronavirus (25 Strains - 25 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Camel coronavirus HKU23,Camel coronavirus HKU23 (2 Strains - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Chalinolobus gouldii alphacoronavirus,Chalinolobus gouldii alphacoronavirus (5 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Chalinolobus morio alphacoronavirus,Chalinolobus morio alphacoronavirus (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus AcCoV-JC34,Coronavirus AcCoV-JC34 (1 Strain - 2 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus BtRs-AlphaCoV/YN2018,Coronavirus BtRs-AlphaCoV/YN2018 (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus BtSk-AlphaCoV/GX2018A,Coronavirus BtSk-AlphaCoV/GX2018A (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus BtSk-AlphaCoV/GX2018B,Coronavirus BtSk-AlphaCoV/GX2018B (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus BtSk-AlphaCoV/GX2018C,Coronavirus BtSk-AlphaCoV/GX2018C (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus BtSk-AlphaCoV/GX2018D,Coronavirus BtSk-AlphaCoV/GX2018D (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-12,Coronavirus PREDICT CoV-12 (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-13,Coronavirus PREDICT CoV-13 (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-14,Coronavirus PREDICT CoV-14 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-15,Coronavirus PREDICT CoV-15 (3 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-18,Coronavirus PREDICT CoV-18 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-21,Coronavirus PREDICT CoV-21 (16 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-22,Coronavirus PREDICT CoV-22 (3 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-25,Coronavirus PREDICT CoV-25 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-27,Coronavirus PREDICT CoV-27 (5 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-28,Coronavirus PREDICT CoV-28 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-29,Coronavirus PREDICT CoV-29 (4 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-32,Coronavirus PREDICT CoV-32 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-33,Coronavirus PREDICT CoV-33 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-34,Coronavirus PREDICT CoV-34 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-35,Coronavirus PREDICT CoV-35 (53 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-36,Coronavirus PREDICT CoV-36 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-37,Coronavirus PREDICT CoV-37 (13 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-38,Coronavirus PREDICT CoV-38 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-39,Coronavirus PREDICT CoV-39 (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-4,Coronavirus PREDICT CoV-4 (3 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-40,Coronavirus PREDICT CoV-40 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-42,Coronavirus PREDICT CoV-42 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-45,Coronavirus PREDICT CoV-45 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-47,Coronavirus PREDICT CoV-47 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-48,Coronavirus PREDICT CoV-48 (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-52,Coronavirus PREDICT CoV-52 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-53,Coronavirus PREDICT CoV-53 (5 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-54,Coronavirus PREDICT CoV-54 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-58,Coronavirus PREDICT CoV-58 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-59,Coronavirus PREDICT CoV-59 (6 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-60,Coronavirus PREDICT CoV-60 (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-61,Coronavirus PREDICT CoV-61 (4 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-62,Coronavirus PREDICT CoV-62 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-63,Coronavirus PREDICT CoV-63 (11 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-65,Coronavirus PREDICT CoV-65 (2 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Coronavirus PREDICT CoV-70,Coronavirus PREDICT CoV-70 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Falsistrellus mackenziei alphacoronavirus,Falsistrellus mackenziei alphacoronavirus (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Feline alphacoronavirus 1,Feline alphacoronavirus 1 (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Hipposideros pomona bat coronavirus CHB25,Hipposideros pomona bat coronavirus CHB25 (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Hipposideros pomona bat coronavirus HKU10-related,Hipposideros pomona bat coronavirus HKU10-related (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Human coronavirus 229E,Human coronavirus 229E (402 Strains - 51 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Human coronavirus NL63,Human coronavirus NL63 (599 Strains - 68 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Kenya bat coronavirus BtKY33/2006,Kenya bat coronavirus BtKY33/2006 (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Kenya bat coronavirus/KY33/2006,Kenya bat coronavirus/KY33/2006 (3 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Minacovirus mink/NLD/2020/NT_4,Minacovirus mink/NLD/2020/NT_4 (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Miniopterus bat coronavirus 1,Miniopterus bat coronavirus 1 (2 Strains - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Miniopterus bat coronavirus HKU8,Miniopterus bat coronavirus HKU8 (31 Strains - 6 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Miniopterus pusillus bat coronavirus HKU8-related,Miniopterus pusillus bat coronavirus HKU8-related (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Miniopterus schreibersii bat coronavirus 1-related,Miniopterus schreibersii bat coronavirus 1-related (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Mink coronavirus 1,Mink coronavirus 1 (3 Strains - 3 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Myotis alphacoronavirus,Myotis alphacoronavirus (9 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,NL63-related bat coronavirus,NL63-related bat coronavirus (7 Strains - 4 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,NL63-related bat coronavirus strain BtKYNL63-9b,NL63-related bat coronavirus strain BtKYNL63-9b (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Ozimops sp. alphacoronavirus,Ozimops sp. alphacoronavirus (1 Strain - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Pipistrellus bat alphacoronavirus,Pipistrellus bat alphacoronavirus (3 Strains - 0 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Porcine enteric Alphacoronavirus,Porcine enteric Alphacoronavirus (1 Strain - 1 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus (4528 Strains - 808 complete genomes)
Virus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Orthocoronavirinae,Alphacoronavirus,Rhinolophus affinis bat coronavirus HKU2-related,Rhinolophus affinis bat coronavirus HKU2-related (1 Strain - 1 complete genomes)
